i,j,x,y,topological_charge_density
113,6,113,6,2.2541e-06
114,6,114,6,2.18095e-06
115,6,115,6,2.10995e-06
116,6,116,6,2.04106e-06
117,6,117,6,1.97427e-06
118,6,118,6,1.90953e-06
119,6,119,6,1.84681e-06
120,6,120,6,1.78607e-06
121,6,121,6,1.72728e-06
122,6,122,6,1.67038e-06
123,6,123,6,1.61534e-06
124,6,124,6,1.56211e-06
125,6,125,6,1.51064e-06
126,6,126,6,1.4609e-06
127,6,127,6,6.27533e-06
0,7,0,7,7.96465e-06
1,7,1,7,1.50654e-06
2,7,2,7,1.55865e-06
3,7,3,7,1.61261e-06
4,7,4,7,1.66847e-06
5,7,5,7,1.72627e-06
6,7,6,7,1.78607e-06
7,7,7,7,1.84792e-06
8,7,8,7,1.91187e-06
9,7,9,7,1.97796e-06
10,7,10,7,2.04624e-06
11,7,11,7,2.11676e-06
12,7,12,7,2.18954e-06
13,7,13,7,2.26464e-06
14,7,14,7,2.34207e-06
15,7,15,7,2.42188e-06
16,7,16,7,2.50408e-06
17,7,17,7,2.58869e-06
18,7,18,7,2.67572e-06
19,7,19,7,2.76518e-06
20,7,20,7,2.85705e-06
21,7,21,7,2.95134e-06
22,7,22,7,3.04801e-06
23,7,23,7,3.14704e-06
24,7,24,7,3.24837e-06
25,7,25,7,3.35196e-06
26,7,26,7,3.45773e-06
27,7,27,7,3.56561e-06
28,7,28,7,3.67549e-06
29,7,29,7,3.78726e-06
30,7,30,7,3.90078e-06
31,7,31,7,4.01593e-06
32,7,32,7,4.13252e-06
33,7,33,7,4.25038e-06
34,7,34,7,4.3693e-06
35,7,35,7,4.48907e-06
36,7,36,7,4.60945e-06
37,7,37,7,4.73017e-06
38,7,38,7,4.85095e-06
39,7,39,7,4.97151e-06
40,7,40,7,5.09152e-06
41,7,41,7,5.21066e-06
42,7,42,7,5.32857e-06
43,7,43,7,5.4449e-06
44,7,44,7,5.55927e-06
45,7,45,7,5.67129e-06
46,7,46,7,5.78056e-06
47,7,47,7,5.88669e-06
48,7,48,7,5.98927e-06
49,7,49,7,6.0879e-06
50,7,50,7,6.18216e-06
51,7,51,7,6.27167e-06
52,7,52,7,6.35602e-06
53,7,53,7,6.43485e-06
54,7,54,7,6.5078e-06
55,7,55,7,6.57451e-06
56,7,56,7,6.63468e-06
57,7,57,7,6.688e-06
58,7,58,7,6.73423e-06
59,7,59,7,6.77311e-06
60,7,60,7,6.80446e-06
61,7,61,7,6.82812e-06
62,7,62,7,6.84396e-06
63,7,63,7,6.8519e-06
64,7,64,7,6.8519e-06
65,7,65,7,6.84396e-06
66,7,66,7,6.82812e-06
67,7,67,7,6.80446e-06
68,7,68,7,6.77311e-06
69,7,69,7,6.73423e-06
70,7,70,7,6.688e-06
71,7,71,7,6.63468e-06
72,7,72,7,6.57451e-06
73,7,73,7,6.5078e-06
74,7,74,7,6.43485e-06
75,7,75,7,6.35602e-06
76,7,76,7,6.27167e-06
77,7,77,7,6.18216e-06
78,7,78,7,6.0879e-06
79,7,79,7,5.98927e-06
80,7,80,7,5.88669e-06
81,7,81,7,5.78056e-06
82,7,82,7,5.67129e-06
83,7,83,7,5.55927e-06
84,7,84,7,5.4449e-06
85,7,85,7,5.32857e-06
86,7,86,7,5.21066e-06
87,7,87,7,5.09152e-06
88,7,88,7,4.97151e-06
89,7,89,7,4.85095e-06
90,7,90,7,4.73017e-06
91,7,91,7,4.60945e-06
92,7,92,7,4.48907e-06
93,7,93,7,4.3693e-06
94,7,94,7,4.25038e-06
95,7,95,7,4.13252e-06
96,7,96,7,4.01593e-06
97,7,97,7,3.90078e-06
98,7,98,7,3.78726e-06
99,7,99,7,3.67549e-06
100,7,100,7,3.56561e-06
101,7,101,7,3.45773e-06
102,7,102,7,3.35196e-06
103,7,103,7,3.24837e-06
104,7,104,7,3.14704e-06
105,7,105,7,3.04801e-06
106,7,106,7,2.95134e-06
107,7,107,7,2.85705e-06
108,7,108,7,2.76518e-06
109,7,109,7,2.67572e-06
110,7,110,7,2.58869e-06
111,7,111,7,2.50408e-06
112,7,112,7,2.42188e-06
113,7,113,7,2.34207e-06
114,7,114,7,2.26464e-06
115,7,115,7,2.18954e-06
116,7,116,7,2.11676e-06
117,7,117,7,2.04624e-06
118,7,118,7,1.97796e-06
119,7,119,7,1.91187e-06
120,7,120,7,1.84792e-06
121,7,121,7,1.78607e-06
122,7,122,7,1.72627e-06
123,7,123,7,1.66847e-06
124,7,124,7,1.61261e-06
125,7,125,7,1.55865e-06
126,7,126,7,1.50654e-06
127,7,127,7,7.96465e-06
0,8,0,8,9.77044e-06
1,8,1,8,1.55349e-06
2,8,2,8,1.60808e-06
3,8,3,8,1.66465e-06
4,8,4,8,1.72326e-06
5,8,5,8,1.78396e-06
6,8,6,8,1.84681e-06
7,8,7,8,1.91187e-06
8,8,8,8,1.97919e-06
9,8,9,8,2.04884e-06
10,8,10,8,2.12086e-06
11,8,11,8,2.1953e-06
12,8,12,8,2.27221e-06
13,8,13,8,2.35163e-06
14,8,14,8,2.43361e-06
15,8,15,8,2.51819e-06
16,8,16,8,2.60538e-06
17,8,17,8,2.69522e-06
18,8,18,8,2.78773e-06
19,8,19,8,2.88291e-06
20,8,20,8,2.98076e-06
21,8,21,8,3.08129e-06
22,8,22,8,3.18448e-06
23,8,23,8,3.29028e-06
24,8,24,8,3.39867e-06
25,8,25,8,3.50959e-06
26,8,26,8,3.62298e-06
27,8,27,8,3.73874e-06
28,8,28,8,3.85678e-06
29,8,29,8,3.97699e-06
30,8,30,8,4.09922e-06
31,8,31,8,4.22333e-06
32,8,32,8,4.34914e-06
33,8,33,8,4.47646e-06
34,8,34,8,4.60506e-06
35,8,35,8,4.73473e-06
36,8,36,8,4.86519e-06
37,8,37,8,4.99616e-06
38,8,38,8,5.12734e-06
39,8,39,8,5.25842e-06
40,8,40,8,5.38904e-06
41,8,41,8,5.51883e-06
42,8,42,8,5.64742e-06
43,8,43,8,5.77441e-06
44,8,44,8,5.89937e-06
45,8,45,8,6.02188e-06
46,8,46,8,6.1415e-06
47,8,47,8,6.25777e-06
48,8,48,8,6.37025e-06
49,8,49,8,6.47847e-06
50,8,50,8,6.58199e-06
51,8,51,8,6.68035e-06
52,8,52,8,6.77311e-06
53,8,53,8,6.85985e-06
54,8,54,8,6.94016e-06
55,8,55,8,7.01365e-06
56,8,56,8,7.07996e-06
57,8,57,8,7.13876e-06
58,8,58,8,7.18974e-06
59,8,59,8,7.23264e-06
60,8,60,8,7.26724e-06
61,8,61,8,7.29336e-06
62,8,62,8,7.31084e-06
63,8,63,8,7.31961e-06
64,8,64,8,7.31961e-06
65,8,65,8,7.31084e-06
66,8,66,8,7.29336e-06
67,8,67,8,7.26724e-06
68,8,68,8,7.23264e-06
69,8,69,8,7.18974e-06
70,8,70,8,7.13876e-06
71,8,71,8,7.07996e-06
72,8,72,8,7.01365e-06
73,8,73,8,6.94016e-06
74,8,74,8,6.85985e-06
75,8,75,8,6.77311e-06
76,8,76,8,6.68035e-06
77,8,77,8,6.58199e-06
78,8,78,8,6.47847e-06
79,8,79,8,6.37025e-06
80,8,80,8,6.25777e-06
81,8,81,8,6.1415e-06
82,8,82,8,6.02188e-06
83,8,83,8,5.89937e-06
84,8,84,8,5.77441e-06
85,8,85,8,5.64742e-06
86,8,86,8,5.51883e-06
87,8,87,8,5.38904e-06
88,8,88,8,5.25842e-06
89,8,89,8,5.12734e-06
90,8,90,8,4.99616e-06
91,8,91,8,4.86519e-06
92,8,92,8,4.73473e-06
93,8,93,8,4.60506e-06
94,8,94,8,4.47646e-06
95,8,95,8,4.34914e-06
96,8,96,8,4.22333e-06
97,8,97,8,4.09922e-06
98,8,98,8,3.97699e-06
99,8,99,8,3.85678e-06
100,8,100,8,3.73874e-06
101,8,101,8,3.62298e-06
102,8,102,8,3.50959e-06
103,8,103,8,3.39867e-06
104,8,104,8,3.29028e-06
105,8,105,8,3.18448e-06
106,8,106,8,3.08129e-06
107,8,107,8,2.98076e-06
108,8,108,8,2.88291e-06
109,8,109,8,2.78773e-06
110,8,110,8,2.69522e-06
111,8,111,8,2.60538e-06
112,8,112,8,2.51819e-06
113,8,113,8,2.43361e-06
114,8,114,8,2.35163e-06
115,8,115,8,2.27221e-06
116,8,116,8,2.1953e-06
117,8,117,8,2.12086e-06
118,8,118,8,2.04884e-06
119,8,119,8,1.97919e-06
120,8,120,8,1.91187e-06
121,8,121,8,1.84681e-06
122,8,122,8,1.78396e-06
123,8,123,8,1.72326e-06
124,8,124,8,1.66465e-06
125,8,125,8,1.60808e-06
126,8,126,8,1.55349e-06
127,8,127,8,9.77044e-06
0,9,0,9,1.16979e-05
1,9,1,9,1.60178e-06
2,9,2,9,1.65896e-06
3,9,3,9,1.71826e-06
4,9,4,9,1.77974e-06
5,9,5,9,1.84348e-06
6,9,6,9,1.90953e-06
7,9,7,9,1.97796e-06
8,9,8,9,2.04884e-06
9,9,9,9,2.12222e-06
10,9,10,9,2.19818e-06
11,9,11,9,2.27677e-06
12,9,12,9,2.35804e-06
13,9,13,9,2.44205e-06
14,9,14,9,2.52884e-06
15,9,15,9,2.61847e-06
16,9,16,9,2.71097e-06
17,9,17,9,2.80638e-06
18,9,18,9,2.90472e-06
19,9,19,9,3.00601e-06
20,9,20,9,3.11026e-06
21,9,21,9,3.21746e-06
22,9,22,9,3.32762e-06
23,9,23,9,3.4407e-06
24,9,24,9,3.55668e-06
25,9,25,9,3.67549e-06
26,9,26,9,3.79707e-06
27,9,27,9,3.92135e-06
28,9,28,9,4.04822e-06
29,9,29,9,4.17755e-06
30,9,30,9,4.30923e-06
31,9,31,9,4.44307e-06
32,9,32,9,4.5789e-06
33,9,33,9,4.71652e-06
34,9,34,9,4.85569e-06
35,9,35,9,4.99616e-06
36,9,36,9,5.13765e-06
37,9,37,9,5.27986e-06
38,9,38,9,5.42245e-06
39,9,39,9,5.56508e-06
40,9,40,9,5.70736e-06
41,9,41,9,5.8489e-06
42,9,42,9,5.98927e-06
43,9,43,9,6.12803e-06
44,9,44,9,6.26471e-06
45,9,45,9,6.39884e-06
46,9,46,9,6.52992e-06
47,9,47,9,6.65745e-06
48,9,48,9,6.78093e-06
49,9,49,9,6.89983e-06
50,9,50,9,7.01365e-06
51,9,51,9,7.12189e-06
52,9,52,9,7.22403e-06
53,9,53,9,7.31961e-06
54,9,54,9,7.40815e-06
55,9,55,9,7.48922e-06
56,9,56,9,7.56241e-06
57,9,57,9,7.62733e-06
58,9,58,9,7.68364e-06
59,9,59,9,7.73104e-06
60,9,60,9,7.76929e-06
61,9,61,9,7.79815e-06
62,9,62,9,7.81749e-06
63,9,63,9,7.82718e-06
64,9,64,9,7.82718e-06
65,9,65,9,7.81749e-06
66,9,66,9,7.79815e-06
67,9,67,9,7.76929e-06
68,9,68,9,7.73104e-06
69,9,69,9,7.68364e-06
70,9,70,9,7.62733e-06
71,9,71,9,7.56241e-06
72,9,72,9,7.48922e-06
73,9,73,9,7.40815e-06
74,9,74,9,7.31961e-06
75,9,75,9,7.22403e-06
76,9,76,9,7.12189e-06
77,9,77,9,7.01365e-06
78,9,78,9,6.89983e-06
79,9,79,9,6.78093e-06
80,9,80,9,6.65745e-06
81,9,81,9,6.52992e-06
82,9,82,9,6.39884e-06
83,9,83,9,6.26471e-06
84,9,84,9,6.12803e-06
85,9,85,9,5.98927e-06
86,9,86,9,5.8489e-06
87,9,87,9,5.70736e-06
88,9,88,9,5.56508e-06
89,9,89,9,5.42245e-06
90,9,90,9,5.27986e-06
91,9,91,9,5.13765e-06
92,9,92,9,4.99616e-06
93,9,93,9,4.85569e-06
94,9,94,9,4.71652e-06
95,9,95,9,4.5789e-06
96,9,96,9,4.44307e-06
97,9,97,9,4.30923e-06
98,9,98,9,4.17755e-06
99,9,99,9,4.04822e-06
100,9,100,9,3.92135e-06
101,9,101,9,3.79707e-06
102,9,102,9,3.67549e-06
103,9,103,9,3.55668e-06
104,9,104,9,3.4407e-06
105,9,105,9,3.32762e-06
106,9,106,9,3.21746e-06
107,9,107,9,3.11026e-06
108,9,108,9,3.00601e-06
109,9,109,9,2.90472e-06
110,9,110,9,2.80638e-06
111,9,111,9,2.71097e-06
112,9,112,9,2.61847e-06
113,9,113,9,2.52884e-06
114,9,114,9,2.44205e-06
115,9,115,9,2.35804e-06
116,9,116,9,2.27677e-06
117,9,117,9,2.19818e-06
118,9,118,9,2.12222e-06
119,9,119,9,2.04884e-06
120,9,120,9,1.97796e-06
121,9,121,9,1.90953e-06
122,9,122,9,1.84348e-06
123,9,123,9,1.77974e-06
124,9,124,9,1.71826e-06
125,9,125,9,1.65896e-06
126,9,126,9,1.60178e-06
127,9,127,9,1.16979e-05
0,10,0,10,1.37524e-05
1,10,1,10,1.65141e-06
2,10,2,10,1.71129e-06
3,10,3,10,1.77345e-06
4,10,4,10,1.83794e-06
5,10,5,10,1.90486e-06
6,10,6,10,1.97427e-06
7,10,7,10,2.04624e-06
8,10,8,10,2.12086e-06
9,10,9,10,2.19818e-06
10,10,10,10,2.27829e-06
11,10,11,10,2.36125e-06
12,10,12,10,2.44713e-06
13,10,13,10,2.53599e-06
14,10,14,10,2.62789e-06
15,10,15,10,2.72288e-06
16,10,16,10,2.82102e-06
17,10,17,10,2.92235e-06
18,10,18,10,3.0269e-06
19,10,19,10,3.1347e-06
20,10,20,10,3.24578e-06
21,10,21,10,3.36013e-06
22,10,22,10,3.47776e-06
23,10,23,10,3.59865e-06
24,10,24,10,3.72277e-06
25,10,25,10,3.85008e-06
26,10,26,10,3.9805e-06
27,10,27,10,4.11397e-06
28,10,28,10,4.25038e-06
29,10,29,10,4.38961e-06
30,10,30,10,4.53152e-06
31,10,31,10,4.67593e-06
32,10,32,10,4.82267e-06
33,10,33,10,4.97151e-06
34,10,34,10,5.1222e-06
35,10,35,10,5.27448e-06
36,10,36,10,5.42805e-06
37,10,37,10,5.58257e-06
38,10,38,10,5.73769e-06
39,10,39,10,5.89303e-06
40,10,40,10,6.04816e-06
41,10,41,10,6.20264e-06
42,10,42,10,6.35602e-06
43,10,43,10,6.5078e-06
44,10,44,10,6.65745e-06
45,10,45,10,6.80446e-06
46,10,46,10,6.94827e-06
47,10,47,10,7.08832e-06
48,10,48,10,7.22403e-06
49,10,49,10,7.35483e-06
50,10,50,10,7.48015e-06
51,10,51,10,7.5994e-06
52,10,52,10,7.71203e-06
53,10,53,10,7.81749e-06
54,10,54,10,7.91525e-06
55,10,55,10,8.00481e-06
56,10,56,10,8.0857e-06
57,10,57,10,8.15748e-06
58,10,58,10,8.21978e-06
59,10,59,10,8.27224e-06
60,10,60,10,8.31457e-06
61,10,61,10,8.34654e-06
62,10,62,10,8.36795e-06
63,10,63,10,8.37868e-06
64,10,64,10,8.37868e-06
65,10,65,10,8.36795e-06
66,10,66,10,8.34654e-06
67,10,67,10,8.31457e-06
68,10,68,10,8.27224e-06
69,10,69,10,8.21978e-06
70,10,70,10,8.15748e-06
71,10,71,10,8.0857e-06
72,10,72,10,8.00481e-06
73,10,73,10,7.91525e-06
74,10,74,10,7.81749e-06
75,10,75,10,7.71203e-06
76,10,76,10,7.5994e-06
77,10,77,10,7.48015e-06
78,10,78,10,7.35483e-06
79,10,79,10,7.22403e-06
80,10,80,10,7.08832e-06
81,10,81,10,6.94827e-06
82,10,82,10,6.80446e-06
83,10,83,10,6.65745e-06
84,10,84,10,6.5078e-06
85,10,85,10,6.35602e-06
86,10,86,10,6.20264e-06
87,10,87,10,6.04816e-06
88,10,88,10,5.89303e-06
89,10,89,10,5.73769e-06
90,10,90,10,5.58257e-06
91,10,91,10,5.42805e-06
92,10,92,10,5.27448e-06
93,10,93,10,5.1222e-06
94,10,94,10,4.97151e-06
95,10,95,10,4.82267e-06
96,10,96,10,4.67593e-06
97,10,97,10,4.53152e-06
98,10,98,10,4.38961e-06
99,10,99,10,4.25038e-06
100,10,100,10,4.11397e-06
101,10,101,10,3.9805e-06
102,10,102,10,3.85008e-06
103,10,103,10,3.72277e-06
104,10,104,10,3.59865e-06
105,10,105,10,3.47776e-06
106,10,106,10,3.36013e-06
107,10,107,10,3.24578e-06
108,10,108,10,3.1347e-06
109,10,109,10,3.0269e-06
110,10,110,10,2.92235e-06
111,10,111,10,2.82102e-06
112,10,112,10,2.72288e-06
113,10,113,10,2.62789e-06
114,10,114,10,2.53599e-06
115,10,115,10,2.44713e-06
116,10,116,10,2.36125e-06
117,10,117,10,2.27829e-06
118,10,118,10,2.19818e-06
119,10,119,10,2.12086e-06
120,10,120,10,2.04624e-06
121,10,121,10,1.97427e-06
122,10,122,10,1.90486e-06
123,10,123,10,1.83794e-06
124,10,124,10,1.77345e-06
125,10,125,10,1.71129e-06
126,10,126,10,1.65141e-06
127,10,127,10,1.37524e-05
0,11,0,11,1.5939e-05
1,11,1,11,1.7024e-06
2,11,2,11,1.7651e-06
3,11,3,11,1.83024e-06
4,11,4,11,1.89789e-06
5,11,5,11,1.96814e-06
6,11,6,11,2.04106e-06
7,11,7,11,2.11676e-06
8,11,8,11,2.1953e-06
9,11,9,11,2.27677e-06
10,11,10,11,2.36125e-06
11,11,11,11,2.44882e-06
12,11,12,11,2.53957e-06
13,11,13,11,2.63356e-06
14,11,14,11,2.73086e-06
15,11,15,11,2.83155e-06
16,11,16,11,2.93568e-06
17,11,17,11,3.0433e-06
18,11,18,11,3.15447e-06
19,11,19,11,3.26923e-06
20,11,20,11,3.38759e-06
21,11,21,11,3.50959e-06
22,11,22,11,3.63523e-06
23,11,23,11,3.7645e-06
24,11,24,11,3.89737e-06
25,11,25,11,4.03382e-06
26,11,26,11,4.17377e-06
27,11,27,11,4.31717e-06
28,11,28,11,4.46389e-06
29,11,29,11,4.61383e-06
30,11,30,11,4.76685e-06
31,11,31,11,4.92275e-06
32,11,32,11,5.08136e-06
33,11,33,11,5.24243e-06
34,11,34,11,5.40571e-06
35,11,35,11,5.5709e-06
36,11,36,11,5.73769e-06
37,11,37,11,5.90572e-06
38,11,38,11,6.07461e-06
39,11,39,11,6.24392e-06
40,11,40,11,6.41321e-06
41,11,41,11,6.58199e-06
42,11,42,11,6.74974e-06
43,11,43,11,6.91592e-06
44,11,44,11,7.07996e-06
45,11,45,11,7.24127e-06
46,11,46,11,7.39922e-06
47,11,47,11,7.5532e-06
48,11,48,11,7.70255e-06
49,11,49,11,7.84662e-06
50,11,50,11,7.98477e-06
51,11,51,11,8.11635e-06
52,11,52,11,8.24071e-06
53,11,53,11,8.35723e-06
54,11,54,11,8.46532e-06
55,11,55,11,8.5644e-06
56,11,56,11,8.65395e-06
57,11,57,11,8.73345e-06
58,11,58,11,8.80248e-06
59,11,59,11,8.86062e-06
60,11,60,11,8.90756e-06
61,11,61,11,8.943e-06
62,11,62,11,8.96675e-06
63,11,63,11,8.97866e-06
64,11,64,11,8.97866e-06
65,11,65,11,8.96675e-06
66,11,66,11,8.943e-06
67,11,67,11,8.90756e-06
68,11,68,11,8.86062e-06
69,11,69,11,8.80248e-06
70,11,70,11,8.73345e-06
71,11,71,11,8.65395e-06
72,11,72,11,8.5644e-06
73,11,73,11,8.46532e-06
74,11,74,11,8.35723e-06
75,11,75,11,8.24071e-06
76,11,76,11,8.11635e-06
77,11,77,11,7.98477e-06
78,11,78,11,7.84662e-06
79,11,79,11,7.70255e-06
80,11,80,11,7.5532e-06
81,11,81,11,7.39922e-06
82,11,82,11,7.24127e-06
83,11,83,11,7.07996e-06
84,11,84,11,6.91592e-06
85,11,85,11,6.74974e-06
86,11,86,11,6.58199e-06
87,11,87,11,6.41321e-06
88,11,88,11,6.24392e-06
89,11,89,11,6.07461e-06
90,11,90,11,5.90572e-06
91,11,91,11,5.73769e-06
92,11,92,11,5.5709e-06
93,11,93,11,5.40571e-06
94,11,94,11,5.24243e-06
95,11,95,11,5.08136e-06
96,11,96,11,4.92275e-06
97,11,97,11,4.76685e-06
98,11,98,11,4.61383e-06
99,11,99,11,4.46389e-06
100,11,100,11,4.31717e-06
101,11,101,11,4.17377e-06
102,11,102,11,4.03382e-06
103,11,103,11,3.89737e-06
104,11,104,11,3.7645e-06
105,11,105,11,3.63523e-06
106,11,106,11,3.50959e-06
107,11,107,11,3.38759e-06
108,11,108,11,3.26923e-06
109,11,109,11,3.15447e-06
110,11,110,11,3.0433e-06
111,11,111,11,2.93568e-06
112,11,112,11,2.83155e-06
113,11,113,11,2.73086e-06
114,11,114,11,2.63356e-06
115,11,115,11,2.53957e-06
116,11,116,11,2.44882e-06
117,11,117,11,2.36125e-06
118,11,118,11,2.27677e-06
119,11,119,11,2.1953e-06
120,11,120,11,2.11676e-06
121,11,121,11,2.04106e-06
122,11,122,11,1.96814e-06
123,11,123,11,1.89789e-06
124,11,124,11,1.83024e-06
125,11,125,11,1.7651e-06
126,11,126,11,1.7024e-06
127,11,127,11,1.5939e-05
0,12,0,12,1.8263e-05
1,12,1,12,1.75476e-06
2,12,2,12,1.8204e-06
3,12,3,12,1.88865e-06
4,12,4,12,1.9596e-06
5,12,5,12,2.03333e-06
6,12,6,12,2.10995e-06
7,12,7,12,2.18954e-06
8,12,8,12,2.27221e-06
9,12,9,12,2.35804e-06
10,12,10,12,2.44713e-06
11,12,11,12,2.53957e-06
12,12,12,12,2.63545e-06
13,12,13,12,2.73487e-06
14,12,14,12,2.83789e-06
15,12,15,12,2.94461e-06
16,12,16,12,3.0551e-06
17,12,17,12,3.16942e-06
18,12,18,12,3.28764e-06
19,12,19,12,3.4098e-06
20,12,20,12,3.53596e-06
21,12,21,12,3.66614e-06
22,12,22,12,3.80035e-06
23,12,23,12,3.93861e-06
24,12,24,12,4.08089e-06
25,12,25,12,4.22718e-06
26,12,26,12,4.37741e-06
27,12,27,12,4.53152e-06
28,12,28,12,4.6894e-06
29,12,29,12,4.85095e-06
30,12,30,12,5.01601e-06
31,12,31,12,5.18441e-06
32,12,32,12,5.35593e-06
33,12,33,12,5.53034e-06
34,12,34,12,5.70736e-06
35,12,35,12,5.88669e-06
36,12,36,12,6.06798e-06
37,12,37,12,6.25084e-06
38,12,38,12,6.43485e-06
39,12,39,12,6.61956e-06
40,12,40,12,6.80446e-06
41,12,41,12,6.98903e-06
42,12,42,12,7.17269e-06
43,12,43,12,7.35483e-06
44,12,44,12,7.53484e-06
45,12,45,12,7.71203e-06
46,12,46,12,7.88573e-06
47,12,47,12,8.05522e-06
48,12,48,12,8.21978e-06
49,12,49,12,8.37868e-06
50,12,50,12,8.53118e-06
51,12,51,12,8.67655e-06
52,12,52,12,8.81406e-06
53,12,53,12,8.943e-06
54,12,54,12,9.06269e-06
55,12,55,12,9.17248e-06
56,12,56,12,9.27175e-06
57,12,57,12,9.35995e-06
58,12,58,12,9.43654e-06
59,12,59,12,9.5011e-06
60,12,60,12,9.55322e-06
61,12,61,12,9.59259e-06
62,12,62,12,9.61897e-06
63,12,63,12,9.6322e-06
64,12,64,12,9.6322e-06
65,12,65,12,9.61897e-06
66,12,66,12,9.59259e-06
67,12,67,12,9.55322e-06
68,12,68,12,9.5011e-06
69,12,69,12,9.43654e-06
70,12,70,12,9.35995e-06
71,12,71,12,9.27175e-06
72,12,72,12,9.17248e-06
73,12,73,12,9.06269e-06
74,12,74,12,8.943e-06
75,12,75,12,8.81406e-06
76,12,76,12,8.67655e-06
77,12,77,12,8.53118e-06
78,12,78,12,8.37868e-06
79,12,79,12,8.21978e-06
80,12,80,12,8.05522e-06
81,12,81,12,7.88573e-06
82,12,82,12,7.71203e-06
83,12,83,12,7.53484e-06
84,12,84,12,7.35483e-06
85,12,85,12,7.17269e-06
86,12,86,12,6.98903e-06
87,12,87,12,6.80446e-06
88,12,88,12,6.61956e-06
89,12,89,12,6.43485e-06
90,12,90,12,6.25084e-06
91,12,91,12,6.06798e-06
92,12,92,12,5.88669e-06
93,12,93,12,5.70736e-06
94,12,94,12,5.53034e-06
95,12,95,12,5.35593e-06
96,12,96,12,5.18441e-06
97,12,97,12,5.01601e-06
98,12,98,12,4.85095e-06
99,12,99,12,4.6894e-06
100,12,100,12,4.53152e-06
101,12,101,12,4.37741e-06
102,12,102,12,4.22718e-06
103,12,103,12,4.08089e-06
104,12,104,12,3.93861e-06
105,12,105,12,3.80035e-06
106,12,106,12,3.66614e-06
107,12,107,12,3.53596e-06
108,12,108,12,3.4098e-06
109,12,109,12,3.28764e-06
110,12,110,12,3.16942e-06
111,12,111,12,3.0551e-06
112,12,112,12,2.94461e-06
113,12,113,12,2.83789e-06
114,12,114,12,2.73487e-06
115,12,115,12,2.63545e-06
116,12,116,12,2.53957e-06
117,12,117,12,2.44713e-06
118,12,118,12,2.35804e-06
119,12,119,12,2.27221e-06
120,12,120,12,2.18954e-06
121,12,121,12,2.10995e-06
122,12,122,12,2.03333e-06
123,12,123,12,1.9596e-06
124,12,124,12,1.88865e-06
125,12,125,12,1.8204e-06
126,12,126,12,1.75476e-06
127,12,127,12,1.8263e-05
0,13,0,13,2.07296e-05
1,13,1,13,1.80849e-06
2,13,2,13,1.87721e-06
3,13,3,13,1.94871e-06
4,13,4,13,2.02309e-06
5,13,5,13,2.10047e-06
6,13,6,13,2.18095e-06
7,13,7,13,2.26464e-06
8,13,8,13,2.35163e-06
9,13,9,13,2.44205e-06
10,13,10,13,2.53599e-06
11,13,11,13,2.63356e-06
12,13,12,13,2.73487e-06
13,13,13,13,2.84001e-06
14,13,14,13,2.94909e-06
15,13,15,13,3.06221e-06
16,13,16,13,3.17944e-06
17,13,17,13,3.30089e-06
18,13,18,13,3.42661e-06
19,13,19,13,3.55668e-06
20,13,20,13,3.69115e-06
21,13,21,13,3.83007e-06
22,13,22,13,3.97347e-06
23,13,23,13,4.12138e-06
24,13,24,13,4.27377e-06
25,13,25,13,4.43065e-06
26,13,26,13,4.59196e-06
27,13,27,13,4.75764e-06
28,13,28,13,4.9276e-06
29,13,29,13,5.10172e-06
30,13,30,13,5.27986e-06
31,13,31,13,5.46183e-06
32,13,32,13,5.64742e-06
33,13,33,13,5.83639e-06
34,13,34,13,6.02843e-06
35,13,35,13,6.22323e-06
36,13,36,13,6.42041e-06
37,13,37,13,6.61956e-06
38,13,38,13,6.82022e-06
39,13,39,13,7.02189e-06
40,13,40,13,7.22403e-06
41,13,41,13,7.42605e-06
42,13,42,13,7.62732e-06
43,13,43,13,7.82718e-06
44,13,44,13,8.02491e-06
45,13,45,13,8.21978e-06
46,13,46,13,8.41101e-06
47,13,47,13,8.59782e-06
48,13,48,13,8.77938e-06
49,13,49,13,8.95486e-06
50,13,50,13,9.12344e-06
51,13,51,13,9.28428e-06
52,13,52,13,9.43654e-06
53,13,53,13,9.57944e-06
54,13,54,13,9.71218e-06
55,13,55,13,9.83401e-06
56,13,56,13,9.94425e-06
57,13,57,13,1.00422e-05
58,13,58,13,1.01274e-05
59,13,59,13,1.01992e-05
60,13,60,13,1.02571e-05
61,13,61,13,1.03009e-05
62,13,62,13,1.03303e-05
63,13,63,13,1.0345e-05
64,13,64,13,1.0345e-05
65,13,65,13,1.03303e-05
66,13,66,13,1.03009e-05
67,13,67,13,1.02571e-05
68,13,68,13,1.01992e-05
69,13,69,13,1.01274e-05
70,13,70,13,1.00422e-05
71,13,71,13,9.94425e-06
72,13,72,13,9.83401e-06
73,13,73,13,9.71218e-06
74,13,74,13,9.57944e-06
75,13,75,13,9.43654e-06
76,13,76,13,9.28428e-06
77,13,77,13,9.12344e-06
78,13,78,13,8.95486e-06
79,13,79,13,8.77938e-06
80,13,80,13,8.59782e-06
81,13,81,13,8.41101e-06
82,13,82,13,8.21978e-06
83,13,83,13,8.02491e-06
84,13,84,13,7.82718e-06
85,13,85,13,7.62732e-06
86,13,86,13,7.42605e-06
87,13,87,13,7.22403e-06
88,13,88,13,7.02189e-06
89,13,89,13,6.82022e-06
90,13,90,13,6.61956e-06
