i,j,x,y,energy_density
9,8,9,8,2.57465e-05
10,8,10,8,2.66515e-05
11,8,11,8,2.75869e-05
12,8,12,8,2.85534e-05
13,8,13,8,2.95515e-05
14,8,14,8,3.05817e-05
15,8,15,8,3.16444e-05
16,8,16,8,3.27402e-05
17,8,17,8,3.38691e-05
18,8,18,8,3.50316e-05
19,8,19,8,3.62277e-05
20,8,20,8,3.74574e-05
21,8,21,8,3.87207e-05
22,8,22,8,4.00173e-05
23,8,23,8,4.13469e-05
24,8,24,8,4.2709e-05
25,8,25,8,4.41028e-05
26,8,26,8,4.55277e-05
27,8,27,8,4.69824e-05
28,8,28,8,4.84657e-05
29,8,29,8,4.99763e-05
30,8,30,8,5.15123e-05
31,8,31,8,5.30719e-05
32,8,32,8,5.46529e-05
33,8,33,8,5.62528e-05
34,8,34,8,5.7869e-05
35,8,35,8,5.94983e-05
36,8,36,8,6.11377e-05
37,8,37,8,6.27836e-05
38,8,38,8,6.44321e-05
39,8,39,8,6.60793e-05
40,8,40,8,6.77206e-05
41,8,41,8,6.93517e-05
42,8,42,8,7.09676e-05
43,8,43,8,7.25634e-05
44,8,44,8,7.41337e-05
45,8,45,8,7.56732e-05
46,8,46,8,7.71763e-05
47,8,47,8,7.86375e-05
48,8,48,8,8.00509e-05
49,8,49,8,8.14109e-05
50,8,50,8,8.27117e-05
51,8,51,8,8.39477e-05
52,8,52,8,8.51134e-05
53,8,53,8,8.62035e-05
54,8,54,8,8.72127e-05
55,8,55,8,8.81362e-05
56,8,56,8,8.89695e-05
57,8,57,8,8.97083e-05
58,8,58,8,9.0349e-05
59,8,59,8,9.08881e-05
60,8,60,8,9.13229e-05
61,8,61,8,9.1651e-05
62,8,62,8,9.18708e-05
63,8,63,8,9.19809e-05
64,8,64,8,9.19809e-05
65,8,65,8,9.18708e-05
66,8,66,8,9.1651e-05
67,8,67,8,9.13229e-05
68,8,68,8,9.08881e-05
69,8,69,8,9.0349e-05
70,8,70,8,8.97083e-05
71,8,71,8,8.89695e-05
72,8,72,8,8.81362e-05
73,8,73,8,8.72127e-05
74,8,74,8,8.62035e-05
75,8,75,8,8.51134e-05
76,8,76,8,8.39477e-05
77,8,77,8,8.27117e-05
78,8,78,8,8.14109e-05
79,8,79,8,8.00509e-05
80,8,80,8,7.86375e-05
81,8,81,8,7.71763e-05
82,8,82,8,7.56732e-05
83,8,83,8,7.41337e-05
84,8,84,8,7.25634e-05
85,8,85,8,7.09676e-05
86,8,86,8,6.93517e-05
87,8,87,8,6.77206e-05
88,8,88,8,6.60793e-05
89,8,89,8,6.44321e-05
90,8,90,8,6.27836e-05
91,8,91,8,6.11377e-05
92,8,92,8,5.94983e-05
93,8,93,8,5.7869e-05
94,8,94,8,5.62528e-05
95,8,95,8,5.46529e-05
96,8,96,8,5.30719e-05
97,8,97,8,5.15123e-05
98,8,98,8,4.99763e-05
99,8,99,8,4.84657e-05
100,8,100,8,4.69824e-05
101,8,101,8,4.55277e-05
102,8,102,8,4.41028e-05
103,8,103,8,4.2709e-05
104,8,104,8,4.13469e-05
105,8,105,8,4.00173e-05
106,8,106,8,3.87207e-05
107,8,107,8,3.74574e-05
108,8,108,8,3.62277e-05
109,8,109,8,3.50316e-05
110,8,110,8,3.38691e-05
111,8,111,8,3.27402e-05
112,8,112,8,3.16444e-05
113,8,113,8,3.05817e-05
114,8,114,8,2.95515e-05
115,8,115,8,2.85534e-05
116,8,116,8,2.75869e-05
117,8,117,8,2.66515e-05
118,8,118,8,2.57465e-05
119,8,119,8,2.48713e-05
120,8,120,8,2.40252e-05
121,8,121,8,2.32077e-05
122,8,122,8,2.24179e-05
123,8,123,8,2.16551e-05
124,8,124,8,2.09187e-05
125,8,125,8,2.02078e-05
126,8,126,8,1.95217e-05
127,8,127,8,0.0380882
0,9,0,9,0.0392618
1,9,1,9,2.01285e-05
2,9,2,9,2.08471e-05
3,9,3,9,2.15923e-05
4,9,4,9,2.23649e-05
5,9,5,9,2.31658e-05
6,9,6,9,2.39958e-05
7,9,7,9,2.48558e-05
8,9,8,9,2.57465e-05
9,9,9,9,2.66687e-05
10,9,10,9,2.76232e-05
11,9,11,9,2.86107e-05
12,9,12,9,2.9632e-05
13,9,13,9,3.06877e-05
14,9,14,9,3.17784e-05
15,9,15,9,3.29047e-05
16,9,16,9,3.40671e-05
17,9,17,9,3.5266e-05
18,9,18,9,3.65018e-05
19,9,19,9,3.77746e-05
20,9,20,9,3.90846e-05
21,9,21,9,4.04318e-05
22,9,22,9,4.18161e-05
23,9,23,9,4.32372e-05
24,9,24,9,4.46945e-05
25,9,25,9,4.61875e-05
26,9,26,9,4.77154e-05
27,9,27,9,4.92771e-05
28,9,28,9,5.08714e-05
29,9,29,9,5.24967e-05
30,9,30,9,5.41513e-05
31,9,31,9,5.58333e-05
32,9,32,9,5.75402e-05
33,9,33,9,5.92695e-05
34,9,34,9,6.10184e-05
35,9,35,9,6.27836e-05
36,9,36,9,6.45616e-05
37,9,37,9,6.63486e-05
38,9,38,9,6.81405e-05
39,9,39,9,6.99329e-05
40,9,40,9,7.17209e-05
41,9,41,9,7.34995e-05
42,9,42,9,7.52634e-05
43,9,43,9,7.70071e-05
44,9,44,9,7.87247e-05
45,9,45,9,8.04102e-05
46,9,46,9,8.20574e-05
47,9,47,9,8.366e-05
48,9,48,9,8.52117e-05
49,9,49,9,8.67059e-05
50,9,50,9,8.81362e-05
51,9,51,9,8.94963e-05
52,9,52,9,9.07799e-05
53,9,53,9,9.19809e-05
54,9,54,9,9.30936e-05
55,9,55,9,9.41124e-05
56,9,56,9,9.5032e-05
57,9,57,9,9.58478e-05
58,9,58,9,9.65555e-05
59,9,59,9,9.71512e-05
60,9,60,9,9.76317e-05
61,9,61,9,9.79945e-05
62,9,62,9,9.82375e-05
63,9,63,9,9.83593e-05
64,9,64,9,9.83593e-05
65,9,65,9,9.82375e-05
66,9,66,9,9.79945e-05
67,9,67,9,9.76317e-05
68,9,68,9,9.71512e-05
69,9,69,9,9.65555e-05
70,9,70,9,9.58478e-05
71,9,71,9,9.5032e-05
72,9,72,9,9.41124e-05
73,9,73,9,9.30936e-05
74,9,74,9,9.19809e-05
75,9,75,9,9.07799e-05
76,9,76,9,8.94963e-05
77,9,77,9,8.81362e-05
78,9,78,9,8.67059e-05
79,9,79,9,8.52117e-05
80,9,80,9,8.366e-05
81,9,81,9,8.20574e-05
82,9,82,9,8.04102e-05
83,9,83,9,7.87247e-05
84,9,84,9,7.70071e-05
85,9,85,9,7.52634e-05
86,9,86,9,7.34995e-05
87,9,87,9,7.17209e-05
88,9,88,9,6.99329e-05
89,9,89,9,6.81405e-05
90,9,90,9,6.63486e-05
91,9,91,9,6.45616e-05
92,9,92,9,6.27836e-05
93,9,93,9,6.10184e-05
94,9,94,9,5.92695e-05
95,9,95,9,5.75402e-05
96,9,96,9,5.58333e-05
97,9,97,9,5.41513e-05
98,9,98,9,5.24967e-05
99,9,99,9,5.08714e-05
100,9,100,9,4.92771e-05
101,9,101,9,4.77154e-05
102,9,102,9,4.61875e-05
103,9,103,9,4.46945e-05
104,9,104,9,4.32372e-05
105,9,105,9,4.18161e-05
106,9,106,9,4.04318e-05
107,9,107,9,3.90846e-05
108,9,108,9,3.77746e-05
109,9,109,9,3.65018e-05
110,9,110,9,3.5266e-05
111,9,111,9,3.40671e-05
112,9,112,9,3.29047e-05
113,9,113,9,3.17784e-05
114,9,114,9,3.06877e-05
115,9,115,9,2.9632e-05
116,9,116,9,2.86107e-05
117,9,117,9,2.76232e-05
118,9,118,9,2.66687e-05
119,9,119,9,2.57465e-05
120,9,120,9,2.48558e-05
121,9,121,9,2.39958e-05
122,9,122,9,2.31658e-05
123,9,123,9,2.23649e-05
124,9,124,9,2.15923e-05
125,9,125,9,2.08471e-05
126,9,126,9,2.01285e-05
127,9,127,9,0.0392618
0,10,0,10,0.0404675
1,10,1,10,2.07522e-05
2,10,2,10,2.15047e-05
3,10,3,10,2.22858e-05
4,10,4,10,2.30963e-05
5,10,5,10,2.39372e-05
6,10,6,10,2.48094e-05
7,10,7,10,2.57138e-05
8,10,8,10,2.66515e-05
9,10,9,10,2.76232e-05
10,10,10,10,2.86298e-05
11,10,11,10,2.96723e-05
12,10,12,10,3.07515e-05
13,10,13,10,3.18681e-05
14,10,14,10,3.3023e-05
15,10,15,10,3.42167e-05
16,10,16,10,3.545e-05
17,10,17,10,3.67233e-05
18,10,18,10,3.80372e-05
19,10,19,10,3.93919e-05
20,10,20,10,4.07877e-05
21,10,21,10,4.22247e-05
22,10,22,10,4.37029e-05
23,10,23,10,4.5222e-05
24,10,24,10,4.67818e-05
25,10,25,10,4.83815e-05
26,10,26,10,5.00205e-05
27,10,27,10,5.16977e-05
28,10,28,10,5.34119e-05
29,10,29,10,5.51615e-05
30,10,30,10,5.69447e-05
31,10,31,10,5.87595e-05
32,10,32,10,6.06035e-05
33,10,33,10,6.24738e-05
34,10,34,10,6.43675e-05
35,10,35,10,6.62811e-05
36,10,36,10,6.82109e-05
37,10,37,10,7.01527e-05
38,10,38,10,7.2102e-05
39,10,39,10,7.4054e-05
40,10,40,10,7.60034e-05
41,10,41,10,7.79447e-05
42,10,42,10,7.98721e-05
43,10,43,10,8.17794e-05
44,10,44,10,8.366e-05
45,10,45,10,8.55074e-05
46,10,46,10,8.73146e-05
47,10,47,10,8.90745e-05
48,10,48,10,9.07799e-05
49,10,49,10,9.24236e-05
50,10,50,10,9.39983e-05
51,10,51,10,9.54969e-05
52,10,52,10,9.69122e-05
53,10,53,10,9.82375e-05
54,10,54,10,9.94659e-05
55,10,55,10,0.000100591
56,10,56,10,0.000101608
57,10,57,10,0.00010251
58,10,58,10,0.000103293
59,10,59,10,0.000103952
60,10,60,10,0.000104484
61,10,61,10,0.000104886
62,10,62,10,0.000105155
63,10,63,10,0.00010529
64,10,64,10,0.00010529
65,10,65,10,0.000105155
66,10,66,10,0.000104886
67,10,67,10,0.000104484
68,10,68,10,0.000103952
69,10,69,10,0.000103293
70,10,70,10,0.00010251
71,10,71,10,0.000101608
72,10,72,10,0.000100591
73,10,73,10,9.94659e-05
74,10,74,10,9.82375e-05
75,10,75,10,9.69122e-05
76,10,76,10,9.54969e-05
77,10,77,10,9.39983e-05
78,10,78,10,9.24236e-05
79,10,79,10,9.07799e-05
80,10,80,10,8.90745e-05
81,10,81,10,8.73146e-05
82,10,82,10,8.55074e-05
83,10,83,10,8.366e-05
84,10,84,10,8.17794e-05
85,10,85,10,7.98721e-05
86,10,86,10,7.79447e-05
87,10,87,10,7.60034e-05
88,10,88,10,7.4054e-05
89,10,89,10,7.2102e-05
90,10,90,10,7.01527e-05
91,10,91,10,6.82109e-05
92,10,92,10,6.62811e-05
93,10,93,10,6.43675e-05
94,10,94,10,6.24738e-05
95,10,95,10,6.06035e-05
96,10,96,10,5.87595e-05
97,10,97,10,5.69447e-05
98,10,98,10,5.51615e-05
99,10,99,10,5.34119e-05
100,10,100,10,5.16977e-05
101,10,101,10,5.00205e-05
102,10,102,10,4.83815e-05
103,10,103,10,4.67818e-05
104,10,104,10,4.5222e-05
105,10,105,10,4.37029e-05
106,10,106,10,4.22247e-05
107,10,107,10,4.07877e-05
108,10,108,10,3.93919e-05
109,10,109,10,3.80372e-05
110,10,110,10,3.67233e-05
111,10,111,10,3.545e-05
112,10,112,10,3.42167e-05
113,10,113,10,3.3023e-05
114,10,114,10,3.18681e-05
115,10,115,10,3.07515e-05
116,10,116,10,2.96723e-05
117,10,117,10,2.86298e-05
118,10,118,10,2.76232e-05
119,10,119,10,2.66515e-05
120,10,120,10,2.57138e-05
121,10,121,10,2.48094e-05
122,10,122,10,2.39372e-05
123,10,123,10,2.30963e-05
124,10,124,10,2.22858e-05
125,10,125,10,2.15047e-05
126,10,126,10,2.07522e-05
127,10,127,10,0.0404675
0,11,0,11,0.0417058
1,11,1,11,2.1393e-05
2,11,2,11,2.21809e-05
3,11,3,11,2.29995e-05
4,11,4,11,2.38496e-05
5,11,5,11,2.47323e-05
6,11,6,11,2.56488e-05
7,11,7,11,2.65999e-05
8,11,8,11,2.75869e-05
9,11,9,11,2.86107e-05
10,11,10,11,2.96723e-05
11,11,11,11,3.07728e-05
12,11,12,11,3.19132e-05
13,11,13,11,3.30943e-05
14,11,14,11,3.4317e-05
15,11,15,11,3.55823e-05
16,11,16,11,3.68908e-05
17,11,17,11,3.82433e-05
18,11,18,11,3.96403e-05
19,11,19,11,4.10823e-05
20,11,20,11,4.25698e-05
21,11,21,11,4.41028e-05
22,11,22,11,4.56816e-05
23,11,23,11,4.73061e-05
24,11,24,11,4.89758e-05
25,11,25,11,5.06905e-05
26,11,26,11,5.24492e-05
27,11,27,11,5.42511e-05
28,11,28,11,5.60949e-05
29,11,29,11,5.79792e-05
30,11,30,11,5.99019e-05
31,11,31,11,6.18611e-05
32,11,32,11,6.38542e-05
33,11,33,11,6.58783e-05
34,11,34,11,6.79301e-05
35,11,35,11,7.0006e-05
36,11,36,11,7.2102e-05
37,11,37,11,7.42135e-05
38,11,38,11,7.63358e-05
39,11,39,11,7.84634e-05
40,11,40,11,8.05908e-05
41,11,41,11,8.27117e-05
42,11,42,11,8.48197e-05
43,11,43,11,8.69081e-05
44,11,44,11,8.89695e-05
45,11,45,11,9.09965e-05
46,11,46,11,9.29814e-05
47,11,47,11,9.49163e-05
48,11,48,11,9.67931e-05
49,11,49,11,9.86036e-05
50,11,50,11,0.00010034
51,11,51,11,0.000101993
52,11,52,11,0.000103556
53,11,53,11,0.00010502
54,11,54,11,0.000106378
55,11,55,11,0.000107624
56,11,56,11,0.000108749
57,11,57,11,0.000109748
58,11,58,11,0.000110615
59,11,59,11,0.000111346
60,11,60,11,0.000111936
61,11,61,11,0.000112381
62,11,62,11,0.00011268
63,11,63,11,0.000112829
64,11,64,11,0.000112829
65,11,65,11,0.00011268
66,11,66,11,0.000112381
67,11,67,11,0.000111936
68,11,68,11,0.000111346
69,11,69,11,0.000110615
70,11,70,11,0.000109748
71,11,71,11,0.000108749
72,11,72,11,0.000107624
73,11,73,11,0.000106378
74,11,74,11,0.00010502
75,11,75,11,0.000103556
76,11,76,11,0.000101993
77,11,77,11,0.00010034
78,11,78,11,9.86036e-05
79,11,79,11,9.67931e-05
80,11,80,11,9.49163e-05
81,11,81,11,9.29814e-05
82,11,82,11,9.09965e-05
83,11,83,11,8.89695e-05
84,11,84,11,8.69081e-05
85,11,85,11,8.48197e-05
86,11,86,11,8.27117e-05
87,11,87,11,8.05908e-05
88,11,88,11,7.84634e-05
89,11,89,11,7.63358e-05
90,11,90,11,7.42135e-05
91,11,91,11,7.2102e-05
92,11,92,11,7.0006e-05
93,11,93,11,6.79301e-05
94,11,94,11,6.58783e-05
95,11,95,11,6.38542e-05
96,11,96,11,6.18611e-05
97,11,97,11,5.99019e-05
98,11,98,11,5.79792e-05
99,11,99,11,5.60949e-05
100,11,100,11,5.42511e-05
101,11,101,11,5.24492e-05
102,11,102,11,5.06905e-05
103,11,103,11,4.89758e-05
104,11,104,11,4.73061e-05
105,11,105,11,4.56816e-05
106,11,106,11,4.41028e-05
107,11,107,11,4.25698e-05
108,11,108,11,4.10823e-05
109,11,109,11,3.96403e-05
110,11,110,11,3.82433e-05
111,11,111,11,3.68908e-05
112,11,112,11,3.55823e-05
113,11,113,11,3.4317e-05
114,11,114,11,3.30943e-05
115,11,115,11,3.19132e-05
116,11,116,11,3.07728e-05
117,11,117,11,2.96723e-05
118,11,118,11,2.86107e-05
119,11,119,11,2.75869e-05
120,11,120,11,2.65999e-05
121,11,121,11,2.56488e-05
122,11,122,11,2.47323e-05
123,11,123,11,2.38496e-05
124,11,124,11,2.29995e-05
125,11,125,11,2.21809e-05
126,11,126,11,2.1393e-05
127,11,127,11,0.0417058
0,12,0,12,0.0429768
1,12,1,12,2.20509e-05
2,12,2,12,2.28759e-05
3,12,3,12,2.37335e-05
4,12,4,12,2.46251e-05
5,12,5,12,2.55516e-05
6,12,6,12,2.65144e-05
7,12,7,12,2.75146e-05
8,12,8,12,2.85534e-05
9,12,9,12,2.9632e-05
10,12,10,12,3.07515e-05
11,12,11,12,3.19132e-05
12,12,12,12,3.31181e-05
13,12,13,12,3.43673e-05
14,12,14,12,3.5662e-05
15,12,15,12,3.70031e-05
16,12,16,12,3.83915e-05
17,12,17,12,3.98281e-05
18,12,18,12,4.13137e-05
19,12,19,12,4.28489e-05
20,12,20,12,4.44342e-05
21,12,21,12,4.607e-05
22,12,22,12,4.77566e-05
23,12,23,12,4.9494e-05
24,12,24,12,5.1282e-05
25,12,25,12,5.31203e-05
26,12,26,12,5.50082e-05
27,12,27,12,5.69447e-05
28,12,28,12,5.89288e-05
29,12,29,12,6.09589e-05
30,12,30,12,6.30331e-05
31,12,31,12,6.51492e-05
32,12,32,12,6.73046e-05
33,12,33,12,6.94963e-05
34,12,34,12,7.17209e-05
35,12,35,12,7.39744e-05
36,12,36,12,7.62525e-05
37,12,37,12,7.85504e-05
38,12,38,12,8.08627e-05
39,12,39,12,8.31838e-05
40,12,40,12,8.55074e-05
41,12,41,12,8.78267e-05
42,12,42,12,9.01346e-05
43,12,43,12,9.24236e-05
44,12,44,12,9.46856e-05
45,12,45,12,9.69122e-05
46,12,46,12,9.9095e-05
47,12,47,12,0.000101225
48,12,48,12,0.000103293
49,12,49,12,0.00010529
50,12,50,12,0.000107206
51,12,51,12,0.000109033
52,12,52,12,0.000110761
53,12,53,12,0.000112381
54,12,54,12,0.000113885
55,12,55,12,0.000115265
56,12,56,12,0.000116512
57,12,57,12,0.000117621
58,12,58,12,0.000118583
59,12,59,12,0.000119394
60,12,60,12,0.000120049
61,12,61,12,0.000120544
62,12,62,12,0.000120876
63,12,63,12,0.000121042
64,12,64,12,0.000121042
65,12,65,12,0.000120876
66,12,66,12,0.000120544
67,12,67,12,0.000120049
68,12,68,12,0.000119394
69,12,69,12,0.000118583
70,12,70,12,0.000117621
71,12,71,12,0.000116512
72,12,72,12,0.000115265
73,12,73,12,0.000113885
74,12,74,12,0.000112381
75,12,75,12,0.000110761
76,12,76,12,0.000109033
77,12,77,12,0.000107206
78,12,78,12,0.00010529
79,12,79,12,0.000103293
80,12,80,12,0.000101225
81,12,81,12,9.9095e-05
82,12,82,12,9.69122e-05
83,12,83,12,9.46856e-05
84,12,84,12,9.24236e-05
85,12,85,12,9.01346e-05
86,12,86,12,8.78267e-05
87,12,87,12,8.55074e-05
88,12,88,12,8.31838e-05
89,12,89,12,8.08627e-05
90,12,90,12,7.85504e-05
91,12,91,12,7.62525e-05
92,12,92,12,7.39744e-05
93,12,93,12,7.17209e-05
94,12,94,12,6.94963e-05
95,12,95,12,6.73046e-05
96,12,96,12,6.51492e-05
97,12,97,12,6.30331e-05
98,12,98,12,6.09589e-05
99,12,99,12,5.89288e-05
100,12,100,12,5.69447e-05
101,12,101,12,5.50082e-05
102,12,102,12,5.31203e-05
103,12,103,12,5.1282e-05
104,12,104,12,4.9494e-05
105,12,105,12,4.77566e-05
106,12,106,12,4.607e-05
107,12,107,12,4.44342e-05
108,12,108,12,4.28489e-05
109,12,109,12,4.13137e-05
110,12,110,12,3.98281e-05
111,12,111,12,3.83915e-05
112,12,112,12,3.70031e-05
113,12,113,12,3.5662e-05
114,12,114,12,3.43673e-05
115,12,115,12,3.31181e-05
116,12,116,12,3.19132e-05
117,12,117,12,3.07515e-05
118,12,118,12,2.9632e-05
119,12,119,12,2.85534e-05
120,12,120,12,2.75146e-05
121,12,121,12,2.65144e-05
122,12,122,12,2.55516e-05
123,12,123,12,2.46251e-05
124,12,124,12,2.37335e-05
125,12,125,12,2.28759e-05
126,12,126,12,2.20509e-05
127,12,127,12,0.0429768
0,13,0,13,0.0442806
1,13,1,13,2.27262e-05
2,13,2,13,2.35897e-05
3,13,3,13,2.44882e-05
4,13,4,13,2.54229e-05
5,13,5,13,2.63953e-05
6,13,6,13,2.74067e-05
7,13,7,13,2.84583e-05
8,13,8,13,2.95515e-05
9,13,9,13,3.06877e-05
10,13,10,13,3.18681e-05
11,13,11,13,3.30943e-05
12,13,12,13,3.43673e-05
13,13,13,13,3.56886e-05
14,13,14,13,3.70594e-05
15,13,15,13,3.84809e-05
16,13,16,13,3.99541e-05
17,13,17,13,4.14802e-05
18,13,18,13,4.306e-05
19,13,19,13,4.46945e-05
20,13,20,13,4.63843e-05
21,13,21,13,4.81301e-05
22,13,22,13,4.99322e-05
23,13,23,13,5.17907e-05
24,13,24,13,5.37058e-05
25,13,25,13,5.56772e-05
26,13,26,13,5.77042e-05
27,13,27,13,5.97862e-05
28,13,28,13,6.1922e-05
29,13,29,13,6.41101e-05
30,13,30,13,6.63486e-05
31,13,31,13,6.86354e-05
32,13,32,13,7.09676e-05
33,13,33,13,7.33422e-05
34,13,34,13,7.57555e-05
35,13,35,13,7.82034e-05
36,13,36,13,8.06813e-05
37,13,37,13,8.31838e-05
38,13,38,13,8.57054e-05
39,13,39,13,8.82397e-05
40,13,40,13,9.07799e-05
41,13,41,13,9.33185e-05
42,13,42,13,9.58478e-05
43,13,43,13,9.83593e-05
44,13,44,13,0.000100844
45,13,45,13,0.000103293
46,13,46,13,0.000105696
47,13,47,13,0.000108043
48,13,48,13,0.000110325
49,13,49,13,0.00011253
50,13,50,13,0.000114649
51,13,51,13,0.00011667
52,13,52,13,0.000118583
53,13,53,13,0.000120379
54,13,54,13,0.000122047
55,13,55,13,0.000123578
56,13,56,13,0.000124963
57,13,57,13,0.000126194
58,13,58,13,0.000127264
59,13,59,13,0.000128166
60,13,60,13,0.000128895
61,13,61,13,0.000129445
62,13,62,13,0.000129814
63,13,63,13,0.00013
64,13,64,13,0.00013
65,13,65,13,0.000129814
66,13,66,13,0.000129445
67,13,67,13,0.000128895
68,13,68,13,0.000128166
69,13,69,13,0.000127264
70,13,70,13,0.000126194
71,13,71,13,0.000124963
72,13,72,13,0.000123578
73,13,73,13,0.000122047
74,13,74,13,0.000120379
75,13,75,13,0.000118583
76,13,76,13,0.00011667
77,13,77,13,0.000114649
78,13,78,13,0.00011253
79,13,79,13,0.000110325
80,13,80,13,0.000108043
81,13,81,13,0.000105696
82,13,82,13,0.000103293
83,13,83,13,0.000100844
84,13,84,13,9.83593e-05
85,13,85,13,9.58478e-05
86,13,86,13,9.33185e-05
87,13,87,13,9.07799e-05
88,13,88,13,8.82397e-05
89,13,89,13,8.57054e-05
90,13,90,13,8.31838e-05
91,13,91,13,8.06813e-05
92,13,92,13,7.82034e-05
93,13,93,13,7.57555e-05
94,13,94,13,7.33422e-05
95,13,95,13,7.09676e-05
96,13,96,13,6.86354e-05
97,13,97,13,6.63486e-05
98,13,98,13,6.41101e-05
99,13,99,13,6.1922e-05
100,13,100,13,5.97862e-05
101,13,101,13,5.77042e-05
102,13,102,13,5.56772e-05
103,13,103,13,5.37058e-05
104,13,104,13,5.17907e-05
105,13,105,13,4.99322e-05
106,13,106,13,4.81301e-05
107,13,107,13,4.63843e-05
108,13,108,13,4.46945e-05
109,13,109,13,4.306e-05
110,13,110,13,4.14802e-05
111,13,111,13,3.99541e-05
112,13,112,13,3.84809e-05
113,13,113,13,3.70594e-05
114,13,114,13,3.56886e-05
115,13,115,13,3.43673e-05
116,13,116,13,3.30943e-05
117,13,117,13,3.18681e-05
118,13,118,13,3.06877e-05
119,13,119,13,2.95515e-05
120,13,120,13,2.84583e-05
121,13,121,13,2.74067e-05
122,13,122,13,2.63953e-05
123,13,123,13,2.54229e-05
124,13,124,13,2.44882e-05
125,13,125,13,2.35897e-05
126,13,126,13,2.27262e-05
127,13,127,13,0.0442806
0,14,0,14,0.0456173
1,14,1,14,2.34187e-05
2,14,2,14,2.43224e-05
3,14,3,14,2.52635e-05
4,14,4,14,2.62434e-05
5,14,5,14,2.72638e-05
6,14,6,14,2.83259e-05
7,14,7,14,2.94314e-05
8,14,8,14,3.05817e-05
9,14,9,14,3.17784e-05
10,14,10,14,3.3023e-05
11,14,11,14,3.4317e-05
12,14,12,14,3.5662e-05
13,14,13,14,3.70594e-05
14,14,14,14,3.85107e-05
15,14,15,14,4.00173e-05
16,14,16,14,4.15805e-05
17,14,17,14,4.32016e-05
18,14,18,14,4.48818e-05
19,14,19,14,4.66222e-05
20,14,20,14,4.84236e-05
21,14,21,14,5.02869e-05
22,14,22,14,5.22126e-05
23,14,23,14,5.42012e-05
24,14,24,14,5.62528e-05
25,14,25,14,5.83674e-05
26,14,26,14,6.05445e-05
27,14,27,14,6.27836e-05
28,14,28,14,6.50835e-05
29,14,29,14,6.74429e-05
30,14,30,14,6.98598e-05
31,14,31,14,7.23321e-05
32,14,32,14,7.4857e-05
33,14,33,14,7.74312e-05
34,14,34,14,8.00509e-05
35,14,35,14,8.27117e-05
36,14,36,14,8.54086e-05
37,14,37,14,8.81362e-05
38,14,38,14,9.08881e-05
39,14,39,14,9.36575e-05
40,14,40,14,9.6437e-05
41,14,41,14,9.92184e-05
42,14,42,14,0.000101993
43,14,43,14,0.000104752
44,14,44,14,0.000107484
45,14,45,14,0.00011018
46,14,46,14,0.000112829
47,14,47,14,0.00011542
48,14,48,14,0.00011794
49,14,49,14,0.000120379
50,14,50,14,0.000122724
51,14,51,14,0.000124963
52,14,52,14,0.000127085
53,14,53,14,0.000129078
54,14,54,14,0.000130931
55,14,55,14,0.000132633
56,14,56,14,0.000134173
57,14,57,14,0.000135544
58,14,58,14,0.000136735
59,14,59,14,0.00013774
60,14,60,14,0.000138552
61,14,61,14,0.000139165
62,14,62,14,0.000139576
63,14,63,14,0.000139783
64,14,64,14,0.000139783
65,14,65,14,0.000139576
66,14,66,14,0.000139165
67,14,67,14,0.000138552
68,14,68,14,0.00013774
69,14,69,14,0.000136735
70,14,70,14,0.000135544
71,14,71,14,0.000134173
72,14,72,14,0.000132633
73,14,73,14,0.000130931
74,14,74,14,0.000129078
75,14,75,14,0.000127085
76,14,76,14,0.000124963
77,14,77,14,0.000122724
78,14,78,14,0.000120379
79,14,79,14,0.00011794
80,14,80,14,0.00011542
81,14,81,14,0.000112829
82,14,82,14,0.00011018
83,14,83,14,0.000107484
84,14,84,14,0.000104752
85,14,85,14,0.000101993
86,14,86,14,9.92184e-05
87,14,87,14,9.6437e-05
88,14,88,14,9.36575e-05
89,14,89,14,9.08881e-05
90,14,90,14,8.81362e-05
91,14,91,14,8.54086e-05
92,14,92,14,8.27117e-05
93,14,93,14,8.00509e-05
94,14,94,14,7.74312e-05
95,14,95,14,7.4857e-05
96,14,96,14,7.23321e-05
97,14,97,14,6.98598e-05
98,14,98,14,6.74429e-05
99,14,99,14,6.50835e-05
100,14,100,14,6.27836e-05
101,14,101,14,6.05445e-05
102,14,102,14,5.83674e-05
103,14,103,14,5.62528e-05
104,14,104,14,5.42012e-05
105,14,105,14,5.22126e-05
106,14,106,14,5.02869e-05
107,14,107,14,4.84236e-05
108,14,108,14,4.66222e-05
109,14,109,14,4.48818e-05
110,14,110,14,4.32016e-05
111,14,111,14,4.15805e-05
112,14,112,14,4.00173e-05
113,14,113,14,3.85107e-05
114,14,114,14,3.70594e-05
115,14,115,14,3.5662e-05
116,14,116,14,3.4317e-05
117,14,117,14,3.3023e-05
118,14,118,14,3.17784e-05
119,14,119,14,3.05817e-05
120,14,120,14,2.94314e-05
121,14,121,14,2.83259e-05
122,14,122,14,2.72638e-05
123,14,123,14,2.62434e-05
124,14,124,14,2.52635e-05
125,14,125,14,2.43224e-05
126,14,126,14,2.34187e-05
127,14,127,14,0.0456173
0,15,0,15,0.0469869
1,15,1,15,2.41286e-05
2,15,2,15,2.50741e-05
3,15,3,15,2.60596e-05
4,15,4,15,2.70867e-05
5,15,5,15,2.81571e-05
6,15,6,15,2.92723e-05
7,15,7,15,3.04342e-05
8,15,8,15,3.16444e-05
9,15,9,15,3.29047e-05
